,Carimbo de data/hora,Nome de usuário,Nome,Curso de graduação,Você estuda majoritariamente em qual turno?,"Para você, quais são os horários de aula ideais?","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5)","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5)",Espaço para observações ou comentários adicionais,"Para você, quais são os horários de aula ideais?.1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).1",Espaço para observações ou comentários adicionais.1,"Para você, quais são os horários de aula ideais?.2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).2",Espaço para observações ou comentários adicionais.2,Unnamed: 17
330,2023/11/28 1:48:16 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,2.0,,,,,,,,,,
331,2023/11/28 1:50:58 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
332,2023/11/28 1:51:01 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,4.0,"Na parte profissional é péssimo para estágios matutinos, empregos de meio período, aulas particulares, tudo. Já para a parte acadêmica é péssimo para conseguir focar no estudo, porque você quebra seu ritmo de estudo no meio para ir estudar, por exemplo, outra matéria completamente diferente; não consegue dedicar horas inteiras a uma IC, além que a oscilação de horários é pessíma para o sono dos alunos, o que acaba reduzindo o desempenho acadêmico. ",,,,,
333,2023/11/28 1:51:08 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,4.0,"Além da UFMG quase não permitir estágios antes do semestre em que este é obrigatório, ela priva muitos alunos de trabalhar por conta dos horários com grande espaçamento na rotina de cada um. Mesmo montando seu próprio horário na matrícula, muitas vezes não caímos na turma que escolhemos ou temos que nos adequar ao horário das matérias em que apenas uma turma é ofertada. Essa mudança é mais que necessária.",,,,,
334,2023/11/28 1:51:59 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,3.0,,,,,,
335,2023/11/28 1:53:45 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,"Meu curso tem aula de 7:30 até 17 horas da tarde dependendo do período, muito difícil para a vida profissional e a acadêmica, pois cansa ficar o dia todo fora da faculdade também.",,,,,,,,,
336,2023/11/28 1:55:33 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,8:30 - 12:10;13:00 - 16:30,1.0,1.0,,,,,,,,,,
337,2023/11/28 1:58:20 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
338,2023/11/28 2:01:24 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10;18:00 - 21:55,5.0,5.0,,,,,,,,,,
339,2023/11/28 2:01:32 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Todos sabemos do resultados da pesquisa, mas os responsáveis que podem modificar algo não fazem nada a respeito. Inclusive, algumas considerações fazem de propósito para prender o aluno dentro da faculdade, porém isso nem sempre é viável, pois há alunos que devem trabalhar desde cedo para conseguir se sustentar na cidade.
Então simplesmente, é necessário uma maior organização no curso de engenharia aeroespacial e não essa confusão de horários.",,,,,
340,2023/11/28 2:02:00 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,,,,,
341,2023/11/28 2:02:13 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,4.0,"Sem nenhum tipo de coordenação entre os horários das matérias dos períodos, é impossível conseguir estágio, além de dificultar a organização das tarefas acadêmicas a serem cumpridas. ",,,,,
342,2023/11/28 2:02:22 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,5.0,,,,,,
343,2023/11/28 2:02:24 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,5.0,5.0,,,,,,
344,2023/11/28 2:02:44 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,3.0,,,,,,
345,2023/11/28 2:03:40 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
346,2023/11/28 2:03:47 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,4.0,,,,,,
347,2023/11/28 2:05:05 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,4.0,,,,,,,,,,
348,2023/11/28 2:09:04 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
349,2023/11/28 2:10:42 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,4.0,,,,,,,,,,
350,2023/11/28 2:11:01 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10,5.0,5.0,,,,,,
351,2023/11/28 2:11:03 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,
352,2023/11/28 2:11:18 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,4.0,,,,,,,,,,
353,2023/11/28 2:11:51 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
354,2023/11/28 2:13:06 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,3.0,5.0,,,,,,
355,2023/11/28 2:13:44 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,2.0,,
356,2023/11/28 2:13:46 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Deve haver mais optativas voltadas para Controle e Automação. A maioria é da Eng de Sistemas. 

Deve haver mais diversidade de temas. Só existe disciplinas de programação. Falta mais disciplinas de eletroeletrônica.

Deve haver mais horários de uma mesma disciplina. Ocorre muito choque de horario. Isso acaba por fazer que o aluno tenha poucas matérias ou que fique se matriculando em matérias que não são interessantes só para completar horário.
",
357,2023/11/28 2:14:20 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,14:00 - 17:30;15:00 - 18:30,5.0,3.0,,
358,2023/11/28 2:14:30 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10,5.0,5.0,,,,,,
359,2023/11/28 2:14:30 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,2.0,3.0,,
360,2023/11/28 2:16:06 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
361,2023/11/28 2:16:57 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,3.0,,,,,,
362,2023/11/28 2:21:24 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;18:00 - 21:55,5.0,3.0,,,,,,
363,2023/11/28 2:23:19 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Uma coisa que eu acho muito ruim é só ter um horário daquela disciplina, infelizmente tem pessoas que precisam trabalhar e não tem a disciplina ofertada em outro horário ou outro dia da semana. Ou no noturno :(",,,,,
364,2023/11/28 2:24:52 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;14:00 - 17:30;15:00 - 18:30,5.0,2.0,,,,,,
365,2023/11/28 2:25:44 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,
366,2023/11/28 2:26:13 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,2.0,1.0,"Se os horários forem todos muito apinhados irá dificultar a realização de matérias pra quem repetir alguma. Já que haveria o conflito de requisito e, além disso, o potencial conflito de horário da matéria a ser repetida com as matérias em teoria cursaveis do período seguinte ",,,,,
367,2023/11/28 2:31:52 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10,5.0,1.0,,,,,,,,,,
368,2023/11/28 2:39:50 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
369,2023/11/28 2:39:50 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,4.0,2.0,,
370,2023/11/28 2:40:32 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,3.0,3.0,,
371,2023/11/28 2:46:32 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,5.0,5.0,,,,,,,,,,
372,2023/11/28 2:53:51 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55,5.0,4.0,,,,,,
373,2023/11/28 2:54:33 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,4.0,4.0,,
374,2023/11/28 2:55:42 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,1.0,3.0,,,,,,
375,2023/11/28 2:56:59 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
376,2023/11/28 2:57:08 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,5.0,,,,,,
377,2023/11/28 2:57:31 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,5.0,3.0,,
378,2023/11/28 2:58:30 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,7:30 - 11:10;8:30 - 12:10,1.0,3.0,"Acho que seria muito válido que cursos que apenas tem oferta no noturno como o meu terem outros turnos. Também acredito que a oferta de disciplinas da engenharia na parte da manhã seria algo vantajoso para muitos alunos. No geral, temos a possibilidade de fazer disciplinas no ciclo básico em vários horários, mas quando adentramos em matérias da engenharia percebo que a oferta muitas vezes se limita ao período da tarde, que é um dos mais difícieis de conciliar com trabalho e outras atividades",
379,2023/11/28 2:59:42 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
380,2023/11/28 3:00:05 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
381,2023/11/28 3:01:39 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10,4.0,5.0,,,,,,,,,,
382,2023/11/28 3:10:07 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,2.0,3.0,,
383,2023/11/28 3:11:03 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,3.0,4.0,,,,,,,,,,
384,2023/11/28 3:11:13 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,7:30 - 11:10;19:00 - 22:35,3.0,3.0,,
385,2023/11/28 3:12:38 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,3.0,,,,,,
386,2023/11/28 3:12:42 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,4.0,"O maior problema é que se você não tá regular no período, seu horário sempre vai ficar uma mistura que não encaixa direito.",,,,,,,,,
387,2023/11/28 3:13:56 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
388,2023/11/28 3:14:45 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
389,2023/11/28 3:15:26 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,3.0,1.0,,,,,,
390,2023/11/28 3:16:47 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10;15:00 - 18:30,5.0,5.0,,,,,,,,,,
391,2023/11/28 3:17:29 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Sendo sincera e abrindo o jogo, a impressão que dá é que o planejamento universitário é feito pela elite e para acomodar os seus respectivos filhos. Eu fui jubilada por faltas no meu segundo semestre de faculdade e tive dois nsg baixos porque eu precisava trabalhar para poder COMER. Moro em uma casa de ocupação e o único motivo de hoje eu estar conseguindo me manter é por um projeto feito pela Patrícia, subcoordenadora do meu curso. Eu gasto, em média, 3-4h por dia no processo de ir e vir da faculdade e vocês acham que professor são empáticos sobre eu chegar atrasada, caso eu perca um dos meus ônibus? Nesse semestre, meus horários até que não são horríveis, mas eu já tive aula as 9am e outra às 6pm, em um mesmo dia e, quando fui solicitar para o colegiado trancar a matéria de 6pm, eles não consideraram a minha justificativa, mesmo eu citando a minha preocupação em voltar para casa as 10-11h da noite sozinha. 
Eu sou a primeira da minha família a entrar em uma universidade e quando eu acho que vou conseguir atravessar os meus entraves socioeconômicos/raciais, me deparo com uma universidade que nem se quer considera a necessidade dos alunas em trabalhar ou de ter uma vida fora dela. 
Idai que fulano tem aula as as 9am e outra às 6pm? Pode ficar o dia todo no campus, o que mais ele teria para fazer, não é mesmo?",,,,,
392,2023/11/28 3:17:47 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
393,2023/11/28 3:18:00 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,3.0,3.0,Eu gostaria de dizer que os cursos noturnos são muito importantes para alunos que não têm a possibilidade de apenas estudar e que mais cursos deveriam ser oferecidos nesses horários ,
394,2023/11/28 3:19:12 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,4.0,3.0,,,,,,,,,,
395,2023/11/28 3:21:08 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;13:00 - 16:30;14:00 - 17:30,4.0,5.0,"Além de prejudicar na vida acadêmica e profissional, atrapalha muito na vida pessoal!!!",,,,,,,,,
396,2023/11/28 3:21:10 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10;13:00 - 16:30;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,,,,,,,,,
397,2023/11/28 3:24:46 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,15:00 - 18:30,5.0,5.0,"A distância nos horários nos prejudica tanto na carreira profissional para conciliar com um estágio quanto academicamente, pois as vezes ficamos muito cansados em passar o dia na universidade, não sobrando tempo para descanso ou estudos.",,,,,
398,2023/11/28 3:27:37 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10;13:00 - 16:30,4.0,3.0,,,,,,,,,,
399,2023/11/28 3:29:13 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
400,2023/11/28 3:29:18 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30,1.0,1.0,,,,,,
401,2023/11/28 3:33:14 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Matutino,8:30 - 12:10;13:00 - 16:30;19:00 - 22:35,5.0,5.0,,,,,,,,,,
402,2023/11/28 3:33:31 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Matutino,7:30 - 11:10;13:00 - 16:30,5.0,5.0,,,,,,,,,,
403,2023/11/28 3:34:21 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,3.0,,,,,,,,,,
404,2023/11/28 3:34:28 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,3.0,5.0,,,,,,
405,2023/11/28 3:35:42 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
406,2023/11/28 3:37:00 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,3.0,,,,,,
407,2023/11/28 3:37:11 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,,,,,
408,2023/11/28 3:40:50 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,"Como dito por integrantes do Colegiado da Engenharia Aeroespacial, a distribuição de horários de aula ao longo de todo o dia é feita com a intenção de manter os alunos na UFMG. Contudo, isso acaba sendo muito danoso ao rendimento dos estudos, uma vez que o tempo entre as aulas não é suficiente estudar alguma das matérias e/ou participar de alguma iniciativa extra-classe, o que causa a necessidade de, após o dia inteiro na faculdade, estudar e fazer outras tarefas no período noturno, sem contar quando se estende até a madrugada.
Nesse sentido, seria muito melhor se os horários das aulas fossem fixados no período da manhã e início da tarde, pois, assim, seria possível estudar as matérias vistas no dia, participar de atividades extra-classe e, consequentemente, ter um melhor rendimento escolar e aproveitamento de tudo o que a UFMG pode oferecer, independentemente do período do curso.",,,,,
409,2023/11/28 3:41:22 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,3.0,2.0,,,,,,,,,,
410,2023/11/28 3:41:47 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,4.0,,,,,,,,,,
411,2023/11/28 3:41:55 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10,3.0,2.0,,,,,,,,,,
412,2023/11/28 3:48:44 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;15:00 - 18:30;17:00 - 20:55,5.0,5.0,"Mesmo contando com a regularidade no curso, sem termos reprovações. Os horários são inteiros bagunçados. Temos aulas começando 11:05, do sétimo/oitavo período. 
Temos matérias com duas aulas por semana, que começam em horários diferentes. 
Temos matérias começando 13:50.
Em qualquer estágio, com 6hrs de trabalho e 1hr de almoço, é impossível corresponder a esse horário de aula. Com isso, prejudicando nossa vida profissional e acadêmica. 
Visto que é uma inteira correria entre chegar na aula, almoçar, fazer estágio. ",,,,,
413,2023/11/28 3:50:10 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,
414,2023/11/28 3:52:17 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,2.0,,,,,,,,,,
415,2023/11/28 3:53:32 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,Trabalho 6h como estagiário! Gostaria de ter um turno livre para estudos outro para trabalho! Seria um sonho,,,,,
416,2023/11/28 3:55:10 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30;19:00 - 22:35,5.0,5.0,Impossibilita alunos com necessidade de trabalhar/estagiar durante o dia com horários que fogem do escopo de qualquer carga horária comercial. ,,,,,,,,,
417,2023/11/28 3:56:04 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;17:00 - 20:55;18:00 - 21:55,5.0,5.0,,,,,,
418,2023/11/28 3:56:24 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,8:30 - 12:10,5.0,5.0,,,,,,,,,,
419,2023/11/28 3:56:28 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,4.0,Acredito que aulas de manhã são mais vantajosas,,,,,
420,2023/11/28 3:59:42 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;15:00 - 18:30;18:00 - 21:55;19:00 - 22:35,4.0,4.0,,,,,,
421,2023/11/28 4:00:57 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,4.0,5.0,,
422,2023/11/28 4:02:08 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30,4.0,3.0,,,,,,
423,2023/11/28 4:02:37 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10,5.0,5.0,os horários precisam ser mais bem organizados ,,,,,,,,,
424,2023/11/28 4:06:25 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;19:00 - 22:35,5.0,3.0,,,,,,
425,2023/11/28 4:07:06 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10,5.0,3.0,,,,,,,,,,
426,2023/11/28 4:08:36 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30,5.0,3.0,,,,,,
427,2023/11/28 4:08:43 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,"Não dá pra trabalhar e estudar, também dificulta na hora de conseguir estágio. Alunos de baixa renda não conseguem sobreviver no sistema de ensino da UFMG pois é totalmente elitista, sem considerar alunos que precisam trabalhar mas sonham em um melhoria de vida através do estudo. Escutei várias vezes que pra ser aluno da UFMG você tem viver a faculdade e todas as experiências, mas quantas vezes vi bolsas científicas sendo dadas a alunos que tem mais condições de viver a faculdade, tantas vezes vi bolsas sendo negadas pra quem tava quase saindo da faculdade por falta de condições, quantas vezes vi aluno sem moradia se virando pra trabalhar e pagar as contas enquanto não dava conta de estudar pra prova do dia seguinte. A gente acha que pode ser incluído, compreendido e que podemos sonhar mas a verdade é que na maioria das vezes esses sonhos não são adaptáveis. Gostaria de ver uma UFMG com horários mais flexíveis e uma grade mais flexível também, realmente inclusiva e que dê oportunidades realmente iguais para seus alunos.",,,,,,,,,
428,2023/11/28 4:15:15 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,1.0,1.0,,,,,,
429,2023/11/28 4:19:04 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30,3.0,5.0,,,,,,
430,2023/11/28 4:19:56 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;14:00 - 17:30;15:00 - 18:30,5.0,4.0,,,,,,,,,,
431,2023/11/28 4:22:01 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;13:00 - 16:30;18:00 - 21:55,4.0,3.0,,,,,,,,,,
432,2023/11/28 4:22:17 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30,1.0,1.0,,,,,,
433,2023/11/28 4:27:49 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,4.0,4.0,,
434,2023/11/28 4:28:28 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,,,,,
435,2023/11/28 4:37:18 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,Acredito que os horários desorganizados sejam o principal problema do curso a ser tratado atualmente.,,,,,
436,2023/11/28 4:46:20 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30,5.0,5.0,,,,,,
